REGION,PROV_CODE,PROV_NAME,DIST_CODE,DIST_NAME,INC_DATE,INC_TYPE,Persons_killed,Persons_injured,Families_affected,Individuals_affected,Houses_damaged,Houses_destroyed
#adm1 +name +en,#adm2 +code,#adm2 +name +en,#adm3 +code,#adm3 +name +en,#cause +date,#cause +type,#affected +killed +num,#affected +injured +num,#affected +families +num,#affected +individuals +num,#damaged+houses+num,#destroyed+houses+num
Eastern,13,Kunar,1311,Barkunar,26-07-2024,Flood / flash flood,0,0,1,7,0,1
Eastern,13,Kunar,1315,Nari,26-07-2024,Flood / flash flood,0,0,3,21,0,3
Eastern,13,Kunar,1306,Shigal Wa Sheltan,26-07-2024,Flood / flash flood,0,0,7,49,0,7
Eastern,13,Kunar,1305,Marawara,26-07-2024,Flood / flash flood,0,0,5,35,0,5
Eastern,13,Kunar,1313,Chapadara,26-07-2024,Flood / flash flood,0,0,4,29,3,1
Eastern,13,Kunar,1307,Dara-e-Pech,26-07-2024,Flood / flash flood,0,0,1,10,0,1
Eastern,13,Kunar,1304,Sarkani,26-07-2024,Flood / flash flood,0,0,29,231,21,8
Eastern,13,Kunar,1301,Asadabad,26-07-2024,Flood / flash flood,0,0,1,3,0,1
Eastern,13,Kunar,1302,Watapur,26-07-2024,Flood / flash flood,0,0,2,13,2,0
Eastern,13,Kunar,1309,Khaskunar,26-07-2024,Flood / flash flood,0,0,10,83,7,3
Eastern,13,Kunar,1308,Chawkay,26-07-2024,Flood / flash flood,0,0,5,40,3,2
South Eastern,25,Paktika,2508,Gomal,30-07-2024,Flood / flash flood,0,0,6,42,6,0
South Eastern,11,Ghazni,1114,Muqur,03-08-2024,Flood / flash flood,0,0,18,126,18,0
South Eastern,11,Ghazni,1115,Abband,03-08-2024,Flood / flash flood,0,0,3,21,3,0
South Eastern,12,Paktya,1204,Zurmat,04-08-2024,Flood / flash flood,0,0,10,70,8,2
South Eastern,12,Paktya,1210,Chamkani,04-08-2024,Flood / flash flood,0,0,3,21,3,0
Southern,24,Zabul,2405,Shinkay,05-08-2024,Flood / flash flood,8,2,49,448,39,10
Eastern,7,Laghman,701,Mehtarlam,11-08-2024,Flood / flash flood,0,0,12,140,12,0
Eastern,7,Laghman,703,Qarghayi,11-08-2024,Flood / flash flood,0,0,4,43,2,2
Eastern,7,Laghman,705,Dawlatshah,11-08-2024,Flood / flash flood,0,0,16,160,15,1
Eastern,7,Laghman,704,Alingar,11-08-2024,Flood / flash flood,0,0,30,280,21,9
Southern,33,Kandahar,3312,Arghestan,13-08-2024,Flood / flash flood,0,0,5,50,5,0
Southern,33,Kandahar,3316,Maruf,13-08-2024,Flood / flash flood,0,0,24,223,154,16
South Eastern,12,Paktya,1204,Zurmat,18-08-2024,Flood / flash flood,1,0,12,84,9,3
South Eastern,25,Paktika,2502,Matakhan,19-08-2024,Flood / flash flood,0,0,7,42,7,0
South Eastern,11,Ghazni,1106,Dehyak,19-08-2024,Flood / flash flood,3,0,2,14,2,0
Eastern,6,Nangarhar,617,Achin,20-08-2024,Flood / flash flood,0,0,25,233,3,22
Capital,1,Kabul,101,Kabul,20-08-2024,Flood / flash flood,0,0,63,441,63,0
Southern,24,Zabul,2411,Nawbahar,20-08-2024,Flood / flash flood,0,0,6,43,6,0
Eastern,6,Nangarhar,614,Kot,20-08-2024,Flood / flash flood,0,0,19,144,11,8
Southern,24,Zabul,2402,Arghandab,20-08-2024,Flood / flash flood,1,0,4,23,4,0
Eastern,6,Nangarhar,613,Dehbala,20-08-2024,Flood / flash flood,0,0,1,10,0,1
Capital,1,Kabul,101,Kabul,20-08-2024,Flood / flash flood,0,0,43,301,35,8
Capital,1,Kabul,101,Kabul,20-08-2024,Flood / flash flood,0,0,138,966,132,6
Eastern,6,Nangarhar,603,Surkhrod,20-08-2024,Flood / flash flood,0,0,2,12,0,2
Eastern,6,Nangarhar,604,Khogyani,20-08-2024,Flood / flash flood,0,0,25,147,21,4
Eastern,6,Nangarhar,601,Jalalabad,20-08-2024,Flood / flash flood,3,14,651,5357,522,129
Eastern,6,Nangarhar,605,Chaparhar,20-08-2024,Flood / flash flood,0,0,1,10,0,1
Eastern,6,Nangarhar,618,Shinwar,20-08-2024,Flood / flash flood,0,0,6,43,0,6
Capital,3,Parwan,307,Ghorband,21-08-2024,Flood / flash flood,0,0,4,28,4,0
Capital,8,Panjsher,806,Onaba(Anawa),21-08-2024,Flood / flash flood,0,0,2,14,2,0
Eastern,7,Laghman,705,Dawlatshah,21-08-2024,Flood / flash flood,0,0,4,40,4,0
Eastern,7,Laghman,703,Qarghayi,21-08-2024,Flood / flash flood,0,0,4,46,2,2
Capital,3,Parwan,309,Shekhali,21-08-2024,Flood / flash flood,0,0,11,77,11,0
Capital,8,Panjsher,802,Shutul,21-08-2024,Flood / flash flood,0,0,2,14,2,0
Eastern,7,Laghman,702,Alishang,21-08-2024,Flood / flash flood,0,0,5,50,5,0
Eastern,7,Laghman,701,Mehtarlam,21-08-2024,Flood / flash flood,0,0,45,450,25,20
Eastern,7,Laghman,704,Alingar,21-08-2024,Flood / flash flood,1,0,50,650,23,16
Eastern,13,Kunar,1301,Asadabad,25-08-2024,Flood / flash flood,0,0,4,27,2,2
Eastern,13,Kunar,1305,Marawara,25-08-2024,Flood / flash flood,0,0,6,53,5,1
Eastern,13,Kunar,1306,Shigal Wa Sheltan,25-08-2024,Flood / flash flood,0,0,3,27,1,2
Eastern,13,Kunar,1302,Watapur,25-08-2024,Flood / flash flood,1,1,51,282,36,15
Eastern,13,Kunar,1308,Chawkay,25-08-2024,Flood / flash flood,0,0,2,15,0,2
Southern,23,Uruzgan,2301,Tirinkot,27-08-2024,Flood / flash flood,0,0,1,7,1,0
Eastern,13,Kunar,1308,Chawkay,07-09-2024,Flood / flash flood,0,0,1,7,1,0
Eastern,13,Kunar,1302,Watapur,07-09-2024,Flood / flash flood,0,0,3,21,2,1
Eastern,13,Kunar,1305,Marawara,07-09-2024,Flood / flash flood,0,0,4,28,4,0
Eastern,13,Kunar,1306,Shigal Wa Sheltan,07-09-2024,Flood / flash flood,0,0,4,28,4,0
Eastern,13,Kunar,1314,Nurgal,07-09-2024,Flood / flash flood,0,0,2,14,2,0
Eastern,13,Kunar,1313,Chapadara,07-09-2024,Flood / flash flood,0,0,6,42,3,1
Eastern,13,Kunar,1306,Shigal Wa Sheltan,11-09-2024,Flood / flash flood,0,0,1,7,1,0
Eastern,13,Kunar,1306,Shigal Wa Sheltan,11-09-2024,Flood / flash flood,0,0,1,7,1,0
Eastern,13,Kunar,1315,Nari,11-09-2024,Flood / flash flood,0,0,8,56,8,0
Eastern,13,Kunar,1305,Marawara,11-09-2024,Flood / flash flood,0,0,1,7,1,0
Eastern,6,Nangarhar,603,Surkhrod,13-09-2024,Flood / flash flood,0,0,4,36,4,0
Eastern,6,Nangarhar,610,Hesarak,13-09-2024,Flood / flash flood,0,0,11,84,10,1
Eastern,6,Nangarhar,601,Jalalabad,13-09-2024,Flood / flash flood,0,0,1,10,0,1
Eastern,7,Laghman,702,Alishang,14-09-2024,Flood / flash flood,0,0,1,10,1,0
Eastern,7,Laghman,701,Mehtarlam,14-09-2024,Flood / flash flood,0,0,2,11,2,0
Eastern,7,Laghman,704,Alingar,14-09-2024,Flood / flash flood,0,0,15,106,7,8
Eastern,7,Laghman,701,Mehtarlam,15-09-2024,Flood / flash flood,0,0,1,8,1,0
Eastern,6,Nangarhar,601,Jalalabad,16-09-2024,Flood / flash flood,0,0,1,10,1,0
Eastern,6,Nangarhar,603,Surkhrod,16-09-2024,Flood / flash flood,0,0,1,7,1,0
Eastern,6,Nangarhar,608,Kuzkunar,27-09-2024,Flood / flash flood,3,10,75,508,56,19
Eastern,6,Nangarhar,609,Dara-e-Nur,27-09-2024,Flood / flash flood,0,0,5,41,5,0
Eastern,6,Nangarhar,617,Achin,27-09-2024,Flood / flash flood,0,0,2,13,2,0
Eastern,7,Laghman,702,Alishang,29-09-2024,Flood / flash flood,0,0,1,7,0,1
Eastern,7,Laghman,701,Mehtarlam,29-09-2024,Flood / flash flood,0,0,22,140,22,0
North Eastern,15,Badakhshan,1507,Yawan,03-10-2024,Landslide / mudflow,0,0,6,42,0,6
Eastern,13,Kunar,1303,Narang,05-10-2024,Flood / flash flood,1,8,56,390,45,11
Eastern,13,Kunar,1313,Chapadara,25-10-2024,Flood / flash flood,0,0,1,7,1,0
Eastern,13,Kunar,1303,Narang,25-10-2024,Flood / flash flood,0,0,9,63,9,0
Eastern,13,Kunar,1314,Nurgal,25-10-2024,Flood / flash flood,0,0,8,56,8,0
Eastern,13,Kunar,1314,Nurgal,25-10-2024,Flood / flash flood,0,0,8,56,8,0
Eastern,13,Kunar,1309,Khaskunar,25-10-2024,Flood / flash flood,0,0,6,42,6,0
Eastern,13,Kunar,1305,Marawara,25-10-2024,Flood / flash flood,0,0,2,14,2,0
Eastern,13,Kunar,1301,Asadabad,25-10-2024,Flood / flash flood,0,0,7,49,7,0
Eastern,13,Kunar,1306,Shigal Wa Sheltan,25-10-2024,Flood / flash flood,0,0,9,63,9,0
Eastern,13,Kunar,1308,Chawkay,25-10-2024,Flood / flash flood,0,0,1,7,1,0
Eastern,6,Nangarhar,603,Surkhrod,26-10-2024,Flood / flash flood,0,0,4,37,4,0
Eastern,13,Kunar,1315,Nari,11-11-2024,Flood / flash flood,0,0,8,56,8,0
Eastern,13,Kunar,1306,Shigal Wa Sheltan,11-11-2024,Flood / flash flood,0,0,1,7,1,0
Eastern,13,Kunar,1306,Shigal Wa Sheltan,11-11-2024,Flood / flash flood,0,0,1,7,1,0
Eastern,13,Kunar,1305,Marawara,11-11-2024,Flood / flash flood,0,0,1,7,1,0
Eastern,7,Laghman,701,Mehtarlam,15-11-2024,Flood / flash flood,0,0,6,67,2,4
Eastern,7,Laghman,704,Alingar,15-11-2024,Flood / flash flood,0,0,4,44,4,0
Eastern,7,Laghman,704,Alingar,15-11-2024,Flood / flash flood,0,0,7,66,5,2
North Eastern,16,Takhar,1616,Warsaj,15-11-2024,Flood / flash flood,0,0,4,28,3,1
North Eastern,17,Kunduz,1702,Emamsaheb,17-11-2024,Earthquake,1,1,28,196,22,6
North Eastern,17,Kunduz,1707,Dasht-e-Archi,22-11-2024,Flood / flash flood,0,0,14,98,10,4
North Eastern,9,Baghlan,902,Baghlan-e-Jadid,23-11-2024,Flood / flash flood,0,0,19,133,19,0
North Eastern,17,Kunduz,1706,Khanabad,23-11-2024,Flood / flash flood,1,5,29,203,28,1
North Eastern,17,Kunduz,1705,Aliabad,23-11-2024,Flood / flash flood,0,0,64,448,63,1
Northern,28,Faryab,2801,Maymana,23-11-2024,Flood / flash flood,0,0,10,70,8,2
Northern,18,Balkh,1814,Sholgareh,23-11-2024,Flood / flash flood,0,0,97,679,85,12
Eastern,6,Nangarhar,615,Batikot,23-11-2024,Flood / flash flood,0,0,1,5,1,0
Eastern,6,Nangarhar,618,Shinwar,23-11-2024,Flood / flash flood,0,0,2,16,2,0
Eastern,6,Nangarhar,601,Jalalabad,23-11-2024,Flood / flash flood,0,0,1,8,1,0
North Eastern,15,Badakhshan,1501,Fayzabad,09-12-2024,Landslide / mudflow,0,0,4,28,4,0
